annotator_nationalities,annotator_regions,annotator_understood_languages,data_point_nationality,data_point_attribute,data_point_language,stereotype_score,new_association
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Bhutan,felicidad,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,tranquilos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,mate,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Japan,seguridad,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Indonesia,parecido a tailandia,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Thailand,mucho turismo por sus playas,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",United States,there is a career for software developers,en,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Luxembourg,excelente calidad de vida,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,asados excelentes,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,friendly,en,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,charruas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Iceland,se caza mucho pescado,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,alegres,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,carne,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Croatia,playas,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",El Salvador,la pobreza es común,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Italy,pizza,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,gastan más dinero,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,asados,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Sweden,better at managing money,en,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",El Salvador,subdesarrollados,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",United States,capitalistas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Brazil,divertidos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Haiti,pobres,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",India,personas con altas aptitudes para la ciencia,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Greece,grandes filósofos de la antiguedad,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Australia,buceo bonito,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Kenya,hacer safari,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Egypt,grandes desiertos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",China,comida picante,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Iceland,caro,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Thailand,playas lindas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Dominican Republic,delincuencia,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Spain,fiesteros,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Finland,better at managing money,en,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Spain,buen pescado,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Mexico,piramides,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Congo Republic,la pobreza es común,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Switzerland,they don't like conflicts,en,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",United Kingdom,xenófobo,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Russia,maduro,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Chile,personas liberales,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Norway,frio,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Argentina,patagonia,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Australia,canguros,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Italy,el coliseo romano,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",China,poder tecnológico,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Thailand,buen clima,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Cuba,comunistas,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Germany,personas con la piel muy blanca,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Canada,hace frío,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Thailand,felicidad,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Gambia,la pobreza es común,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Finland,clima frío la mayor parte del año,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",France,there is a career for software developers,en,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Zambia,la pobreza es común,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Canada,frio extremo,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Israel,conflictos bélicos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Argentina,cordillera,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",China,pastas,es,1.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Colombia,la música salsa,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Argentina,la música salsa,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Chile,la música salsa,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,educación de buena calidad,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,democracia,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Cuba,enemistad con muchos países capitalistas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,cítricos,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,la pobreza es común,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Cuba,dictadura,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Sweden,serios,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Morocco,grupientos,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",United States,quality education,en,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,hitler,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Peru,machupicchu,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,there is a career for software developers,en,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Austria,bonitas arquitecturas de sus iglesias,es,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Brazil,deportistas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,friendly,en,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Dominican Republic,música y baile excepcionales,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Mexico,playas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,asados excelentes,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Peru,fiestas costumbristas,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,carne,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,alegres,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Norway,serios,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,mate,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",France,buena comida,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Bolivia,corte de pelo boliviano,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Australia,there is a career for software developers,en,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Spain,gritones,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,tranquilos,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Uruguay,charruas,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Japan,poco nivel de inglés,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Peru,historia milenaria,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Germany,son puntuales,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United Kingdom,son puntuales,es,5.0,True
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Guatemala,subdesarrollados,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Colombia,subdesarrollados,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Colombia,enjoy cooking,en,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Mexico,comida rica,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Peru,inestabilidad política,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Chad,subdesarrollados,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",United Arab Emirates,jeques árabes,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Russia,dictadura,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Canada,oportunidades laborales para extranjeros,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Argentina,bastantes elocuentes,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Argentina,apasionados,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Thailand,comida de buena calidad,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Australia,comida rica,es,2.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Peru,carnabal,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",France,el croissant,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",United Kingdom,son puntuales,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Bolivia,cholitas,en,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Senegal,deportistas,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Morocco,barato para el turismo,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Germany,capitalismo,en,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Central African Republic,hambre,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Germany,poco nivel de inglés,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",China,deportistas,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Thailand,alegres,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Italy,buena comida,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Chile,la música salsa,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Andorra,youtubers,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Egypt,alegres,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Mexico,youtubers,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Iceland,frío,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",El Salvador,delincuencia,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Somalia,la pobreza es común,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Colombia,cordillera,es,1.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Singapore,tienen un buen manejo del dinero,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",France,educados,es,3.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Dominican Republic,playas lindas,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Mexico,mariachis,es,4.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Bolivia,sin mar,es,5.0,False
['Uruguay'],['Montevideo (Uruguay)'],"['en', 'es', 'pt']",Argentina,comida rica,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",United States,el sueño americano,es,5.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",France,caracoles,es,3.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Spain,caracoles,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",France,chicas bonitas,es,5.0,True
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Chile,against euthanasia,en,2.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",Japan,educación de buena calidad,es,4.0,False
['Spain'],['Castilla-La Mancha (Spain)'],"['en', 'es']",China,productos baratos,es,5.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",China,otaku,es,1.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Japan,otaku,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",China,barrio meiggs,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Chile,frío,es,2.0,False
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Russia,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Sweden,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Norway,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Canada,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Georgia,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Finland,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Estonia,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Chile,hablar rapido,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Norway,quality education,en,5.0,False
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Finland,quality education,en,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Norway,far away,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,frío,es,4.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Norway,frío,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Finland,frío,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",India,barato para el turismo,es,1.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Peru,barato para el turismo,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Argentina,barato para el turismo,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",India,masai travel,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Philippines,mucho turismo por sus playas,es,,False
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Mexico,mucho turismo por sus playas,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Cuba,mucho turismo por sus playas,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Colombia,mucho turismo por sus playas,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Philippines,ladyboy,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Georgia,frío,es,3.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Norway,frío,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Finland,frío,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Japan,tecnología,es,4.0,False
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Germany,tecnología,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",South Korea,tecnología,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",China,tecnología,es,5.0,True
['Chile'],['Region Metropolitana (Chile)'],"['es', 'en']",Japan,presion social,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Argentina,buenos jugadores de futbol,es,4.0,False
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Brazil,buenos jugadores de futbol,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Argentina,vacas,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Russia,deportistas,es,3.0,False
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Germany,deportistas,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Russia,vodka,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Finland,frío,es,5.0,False
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Finland,papa noel,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Argentina,la cumbia villera,es,5.0,False
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Argentina,la cumbia villera,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Argentina,fútbol,es,5.0,True
['Argentina'],['Buenos Aires (Argentina)'],"['en', 'es']",Argentina,personas atractivas físicamente,es,1.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",France,tortilla,es,2.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Spain,tortilla,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",France,croissant baguette,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,hablar rapido,es,5.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Venezuela,hablar rapido,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,hablar mal,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",United Kingdom,serios,es,2.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Germany,serios,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Sweden,serios,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",United Kingdom,dientes amarillos,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Peru,en vías de desarrollo,es,5.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,en vías de desarrollo,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Brazil,en vías de desarrollo,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Argentina,en vías de desarrollo,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Uruguay,en vías de desarrollo,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Peru,buena comida,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Morocco,gritones,es,2.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Venezuela,gritones,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Morocco,emigrantes,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,completos,es,5.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,churrascos,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,friendly,en,4.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Brazil,friendly,en,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Chile,amables con el extranjero,es,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Thailand,friendly,en,1.0,False
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Brazil,friendly,en,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Peru,friendly,en,5.0,True
['Chile'],['Valparaiso (Chile)'],"['es', 'en', 'pt']",Thailand,comida picante,es,5.0,True
